	enfant	age	type	seconde_debut	seconde_fin	contenu
20904	LEONARD	2_06_07	OBS	659.08	659.987	ça va .
20905	LEONARD	2_06_07	MOT	659.987	663.3330000000001	admirable .
20906	LEONARD	2_06_07	MOT	663.3330000000001	664.828	et il faut pas trop sauter hein .
20907	LEONARD	2_06_07	OBS	664.828	666.428	pa(r)ce+que il va casser .
20908	LEONARD	2_06_07	OBS	666.428	667.232	t'es trop lourd maintenant .
20909	LEONARD	2_06_07	MOT	667.232	668.43	Léonard tu sais qu' il faut pas trop sauter hein .
20910	LEONARD	2_06_07	sit			il s'allonge.
20911	LEONARD	2_06_07	MOT	668.43	669.1519999999999	d'accord ?
20912	LEONARD	2_06_07	MOT	669.1519999999999	670.7819999999999	tu sautes pas trop .
20913	LEONARD	2_06_07	OBS	670.7819999999999	672.095	tu vas dormir ?
20914	LEONARD	2_06_07	CHI	672.095	682.88	encore l'est complètement cassé là .
20915	LEONARD	2_06_07	mod			ɑ̃kɔʀ lɛ kɔ̃plɛtmɑ̃ kase la
20916	LEONARD	2_06_07	MOT	682.88	683.3580000000001	ah bon .
20917	LEONARD	2_06_07	MOT	683.3580000000001	686.683	et qui c'est qui l'a cassé ?
20918	LEONARD	2_06_07	CHI	686.683	690.34	<c'est c'est> [/] c'est Jean_Patou .
20919	LEONARD	2_06_07	mod			sɛ sɛ sɛ ʒɑ̃patu
20920	LEONARD	2_06_07	MOT	690.34	690.943	c'est qui ?
20921	LEONARD	2_06_07	CHI	690.943	692.562	c'est Jean_Patrick .
20922	LEONARD	2_06_07	mod			sɛ ʒɑ̃patʀik
20923	LEONARD	2_06_07	MOT	692.562	694.42	ah Jean_Patrick cette enflure .
20924	LEONARD	2_06_07	MOT	694.42	698.437	c'est le mec qu' il a inventé chez toi Aliyah .
20925	LEONARD	2_06_07	OBS	698.437	699.71	qu' il a quoi ?
20926	LEONARD	2_06_07	OBS	699.71	700.538	ah qu' il a inventé .
20927	LEONARD	2_06_07	MOT	700.538	702.092	il a inventé Jean_Patrick .
20928	LEONARD	2_06_07	MOT	702.092	703.715	c'est une histoire .
20929	LEONARD	2_06_07	MOT	703.715	705.047	je lui disait comment i s'appelle ce monsieur ?
20930	LEONARD	2_06_07	MOT	705.047	706.25	il m'disait Jean_Patrick .
20931	LEONARD	2_06_07	OBS	706.25	707.73	mais il sort d'où ce nom ?
20932	LEONARD	2_06_07	tim			12:00
20933	LEONARD	2_06_07	MOT	707.73	709.315	je sais pas c'est ça qu'est drôle .
20934	LEONARD	2_06_07	MOT	709.315	710.503	on connaît personne qui s'appelle Jean_Patrick .
20935	LEONARD	2_06_07	MOT	710.503	714.028	et c'est pas un nom j'trouve qu' on donnerait spontanément dans une histoire .
20936	LEONARD	2_06_07	MOT	714.028	717.073	ben tu vois Léonard c'est pas vraiment le genre de nom qu' il +...
20937	LEONARD	2_06_07	OBS	717.073	717.628	qu' il entend .
20938	LEONARD	2_06_07	MOT	717.628	718.25	ouais .
20939	LEONARD	2_06_07	sit			M s'adresse à L .
20940	LEONARD	2_06_07	MOT	718.25	721.127	il est complètement cassé ici .
20941	LEONARD	2_06_07	MOT	721.127	725.878	oh là là c'est triste ça un lit cassé .
20942	LEONARD	2_06_07	CHI	725.878	726.237	maman !
20943	LEONARD	2_06_07	mod			mamɑ̃
20944	LEONARD	2_06_07	MOT	726.237	726.942	ouais .
20945	LEONARD	2_06_07	CHI	726.942	728.303	je veux pas ça .
20946	LEONARD	2_06_07	mod			j vø pa sa
20947	LEONARD	2_06_07	MOT	728.303	729.168	tu veux pas le matelas .
20948	LEONARD	2_06_07	CHI	729.168	729.758	non .
20949	LEONARD	2_06_07	mod			nɔ̃
20950	LEONARD	2_06_07	MOT	729.758	730.492	mais ça va être tout dur .
20951	LEONARD	2_06_07	CHI	730.492	731.592	je veux pas matelas .
20952	LEONARD	2_06_07	mod			j vø pa matla
20953	LEONARD	2_06_07	pho			jœ vø pa mɛtla
20954	LEONARD	2_06_07	CHI	731.592	733.683	je veux pas matelas .
20955	LEONARD	2_06_07	mod			j vø pa matla
20956	LEONARD	2_06_07	pho			jœ vø pa mɛtla
20957	LEONARD	2_06_07	MOT	733.683	736.563	non pas mètelas [: matelas] matelas .
20958	LEONARD	2_06_07	sit			elle l'enlève.
20959	LEONARD	2_06_07	CHI	736.563	738.763	je veux pas matelas .
20960	LEONARD	2_06_07	mod			ʒə vø pa matla
20961	LEONARD	2_06_07	MOT	738.763	741.868	ben dis+donc tu contribues à faire de cette maison un havre de rangement Léonard .
20962	LEONARD	2_06_07	sit			L montre l'endroit qui est cassé.
20963	LEONARD	2_06_07	CHI	741.868	743.113	non il est cassé .
20964	LEONARD	2_06_07	mod			nɔ̃ il ɛ kase
20965	LEONARD	2_06_07	CHI	743.113	745.577	c'est Jean_Patrick qui l'a cassé là .
20966	LEONARD	2_06_07	mod			sɛ ʒɑ̃patʀik ki la kase la
20967	LEONARD	2_06_07	MOT	745.577	746.638	bon .
20968	LEONARD	2_06_07	MOT	746.638	748.6569999999999	qu' est+ce qu' on fait avec le lit cassé ?
20969	LEONARD	2_06_07	MOT	748.6569999999999	751.673	tu veux qu' on mette quelque+chose dessous ?
20970	LEONARD	2_06_07	CHI	751.673	752.95	ah ben oui .
20971	LEONARD	2_06_07	mod			a bɑ̃ wi
20972	LEONARD	2_06_07	MOT	752.95	753.663	oui .
20973	LEONARD	2_06_07	CHI	753.663	756.038	ah ben +...
20974	LEONARD	2_06_07	mod			a bɑ̃
20975	LEONARD	2_06_07	MOT	756.038	758.195	on peut mettre ta p(e)tite valise blanche .
20976	LEONARD	2_06_07	CHI	758.195	760.198	bois .
20977	LEONARD	2_06_07	mod			bwa
20978	LEONARD	2_06_07	MOT	760.198	762.0830000000001	non pas du bois c'est trop dur .
20979	LEONARD	2_06_07	OBS	762.0830000000001	766.133	ah carrément les grandes manoeuvres # bricolage .
20980	LEONARD	2_06_07	MOT	766.133	766.7669999999999	ouais ben moi chais pas bricoler comme ça .
20981	LEONARD	2_06_07	sit			L se met à sauter.
20982	LEONARD	2_06_07	MOT	766.7669999999999	767.8530000000001	on peut mettre +...
20983	LEONARD	2_06_07	MOT	767.8530000000001	768.502	Léonard !
20984	LEONARD	2_06_07	OBS	768.502	770.0319999999999	faut pas sauter .
20985	LEONARD	2_06_07	MOT	770.0319999999999	772.4580000000001	non non non tu vas le casser encore plus !
20986	LEONARD	2_06_07	CHI	772.4580000000001	774.185	ben pourquoi ?
20987	LEONARD	2_06_07	mod			bɑ̃ puʀkwa
20988	LEONARD	2_06_07	tim			13:00
20989	LEONARD	2_06_07	MOT	774.185	775.3480000000001	ben devine !
20990	LEONARD	2_06_07	MOT	775.3480000000001	778.8	parce+que déjà Jean_Patrick m'a l'air d'avoir fait certains dégâts .
20991	LEONARD	2_06_07	MOT	778.8	783.182	alors on peut mettre la p(e)tite valise blanche dessous pour +...
20992	LEONARD	2_06_07	CHI	783.182	783.798	ah ben oui .
20993	LEONARD	2_06_07	mod			a bɑ̃ wi
20994	LEONARD	2_06_07	MOT	783.798	784.217	pour soutenir .
20995	LEONARD	2_06_07	CHI	784.217	784.932	ah ben oui .
20996	LEONARD	2_06_07	mod			a bɑ̃ wi
20997	LEONARD	2_06_07	MOT	784.932	785.622	oui ça te va .
20998	LEONARD	2_06_07	CHI	785.622	786.758	ouais .
20999	LEONARD	2_06_07	mod			wɛ
21000	LEONARD	2_06_07	MOT	786.758	787.688	bon .
21001	LEONARD	2_06_07	MOT	787.688	790.41	j'vais chercher la p(e)tite valise blanche pour soutenir .
21002	LEONARD	2_06_07	sit			elle y va.
21003	LEONARD	2_06_07	OBS	790.41	795.513	ben le problème c'est que t'es un grand garçon maintenant .
21004	LEONARD	2_06_07	sit			il fixe la caméra.
21005	LEONARD	2_06_07	CHI	795.513	796.248	moi aussi .
21006	LEONARD	2_06_07	mod			mwa osi
21007	LEONARD	2_06_07	OBS	796.248	797.175	après ouais .
21008	LEONARD	2_06_07	OBS	797.175	798.738	c'est promis .
21009	LEONARD	2_06_07	sit			il se balance.
21010	LEONARD	2_06_07	OBS	798.738	806.13	eh oh .
21011	LEONARD	2_06_07	OBS	806.13	812.065	tu sais tu vas le casser encore plus complètement .
21012	LEONARD	2_06_07	sit			M revient.
21013	LEONARD	2_06_07	MOT	812.065	813.865	qu' est+ce qu' y+a ?
21014	LEONARD	2_06_07	MOT	813.865	815.995	il fait des bêtises ?
21015	LEONARD	2_06_07	CHI	815.995	817.112	quoi ?
21016	LEONARD	2_06_07	mod			kwa
21017	LEONARD	2_06_07	MOT	817.112	818.847	tu fais des bêtises toi ?
21018	LEONARD	2_06_07	CHI	818.847	819.83	ben non .
21019	LEONARD	2_06_07	mod			bɑ̃ nɔ̃
21020	LEONARD	2_06_07	MOT	819.83	820.172	c'est vrai ?
21021	LEONARD	2_06_07	CHI	820.172	820.63	ben non .
21022	LEONARD	2_06_07	mod			bɑ̃ nɔ̃
21023	LEONARD	2_06_07	MOT	820.63	823.067	attends va te mettre au bout .
21024	LEONARD	2_06_07	OBS	823.067	829.672	quelle bonne idée .
21025	LEONARD	2_06_07	sit			M met la valise sous le lit à l'endroit cassé qui repose dessus.
21026	LEONARD	2_06_07	MOT	829.672	833.395	bon c'est comment là Léonard ?
21027	LEONARD	2_06_07	MOT	833.395	834.615	c'est bien ?
21028	LEONARD	2_06_07	CHI	834.615	835.597	c'est réparé .
21029	LEONARD	2_06_07	mod			sɛ ʀepaʀe
21030	LEONARD	2_06_07	tim			14:00
21031	LEONARD	2_06_07	MOT	835.597	836.5830000000001	ah dis+donc .
21032	LEONARD	2_06_07	MOT	836.5830000000001	837.633	qu' est+ce que chuis [: je suis] forte !
21033	LEONARD	2_06_07	MOT	837.633	838.078	oh !
21034	LEONARD	2_06_07	MOT	838.078	844.193	enfin c'est pas grave là ça tient comme ça .
21035	LEONARD	2_06_07	MOT	844.193	844.628	tu reveux le matelas ?
21036	LEONARD	2_06_07	MOT	844.628	847.592	tu veux le matelas là ou pas ?
21037	LEONARD	2_06_07	CHI	847.592	849.5169999999999	xxx .
21038	LEONARD	2_06_07	mod			…
21039	LEONARD	2_06_07	MOT	849.5169999999999	850.4019999999999	oui ou non ?
21040	LEONARD	2_06_07	CHI	850.4019999999999	851.54	oui le matelas .
21041	LEONARD	2_06_07	mod			wi lə matla
21042	LEONARD	2_06_07	pho			wi lə mɛtla
21043	LEONARD	2_06_07	MOT	851.54	853.0169999999999	matelas .
21044	LEONARD	2_06_07	CHI	853.0169999999999	854.567	veux pas .
21045	LEONARD	2_06_07	mod			vø pa
21046	LEONARD	2_06_07	CHI	854.567	856.743	je veux matelas .
21047	LEONARD	2_06_07	mod			ʒə vø matla
21048	LEONARD	2_06_07	pho			zə vø matla
21049	LEONARD	2_06_07	MOT	856.743	858.1030000000001	bon .
21050	LEONARD	2_06_07	MOT	858.1030000000001	865.237	attention le matelas qui arrive .
21051	LEONARD	2_06_07	CHI	865.237	869.538	il est cassé moi .
21052	LEONARD	2_06_07	mod			il ɛ kase mwa
21053	LEONARD	2_06_07	MOT	869.538	870.3969999999999	tu veux te cacher ?
21054	LEONARD	2_06_07	CHI	870.3969999999999	870.922	ouais .
21055	LEONARD	2_06_07	mod			wɛ
21056	LEONARD	2_06_07	MOT	870.922	871.7769999999999	ben vas+y .
21057	LEONARD	2_06_07	CHI	871.7769999999999	873.185	comme ça là .
21058	LEONARD	2_06_07	mod			kɔm sa la
21059	LEONARD	2_06_07	sit			il tire le drap.
21060	LEONARD	2_06_07	OBS	873.185	873.653	avec le drap .
21061	LEONARD	2_06_07	MOT	873.653	874.827	avec le drap alors on met le matelas .
21062	LEONARD	2_06_07	MOT	874.827	878.9	on enlève le drap et comme ça tu peux te cacher sous le drap .
21063	LEONARD	2_06_07	CHI	878.9	881.095	non .
21064	LEONARD	2_06_07	mod			nɔ̃
21065	LEONARD	2_06_07	sit			il tire le matelas.
21066	LEONARD	2_06_07	MOT	881.095	882.308	tu veux te cacher sous le matelas aussi ?
21067	LEONARD	2_06_07	CHI	882.308	883.693	ouais .
21068	LEONARD	2_06_07	mod			wɛ
21069	LEONARD	2_06_07	sit			M soupire.
21070	LEONARD	2_06_07	MOT	883.693	886.615	tu vas être trop bien caché Léonard on te trouvera plus .
21071	LEONARD	2_06_07	CHI	886.615	889.303	va casser moi .
21072	LEONARD	2_06_07	mod			va kase mwa
21073	LEONARD	2_06_07	CHI	889.303	889.977	moi .
21074	LEONARD	2_06_07	mod			mwa
21075	LEONARD	2_06_07	MOT	889.977	892.273	on va vraiment bien te cacher comme ça .
21076	LEONARD	2_06_07	sit			elle met le drap sur le lit.
21077	LEONARD	2_06_07	CHI	892.273	892.6210000000001	ouais .
21078	LEONARD	2_06_07	mod			wɛ
21079	LEONARD	2_06_07	tim			15:00
21080	LEONARD	2_06_07	MOT	892.6210000000001	893.847	ça c'est intéressant à filmer .
21081	LEONARD	2_06_07	MOT	893.847	903.29	où il est Léonard ?
21082	LEONARD	2_06_07	OBS	903.29	905.242	ben moi je vois la jambe de Léonard .
21083	LEONARD	2_06_07	MOT	905.242	906.797	où il est Léonard ?
21084	LEONARD	2_06_07	OBS	906.797	910.44	moi je vois Léonard .
21085	LEONARD	2_06_07	MOT	910.44	913.66	Léonard où tu es mon petit Léonard ?
21086	LEONARD	2_06_07	sit			elle gronde.
21087	LEONARD	2_06_07	MOT	913.66	917.2819999999999	Léonard où il est mon petit chéri ?
21088	LEONARD	2_06_07	MOT	917.2819999999999	918.068	je vais pleurer .
21089	LEONARD	2_06_07	MOT	918.068	918.7280000000001	je le trouve plus .
21090	LEONARD	2_06_07	MOT	918.7280000000001	919.13	Léonard .
21091	LEONARD	2_06_07	MOT	919.13	920.8439999999999	Léonard .
21092	LEONARD	2_06_07	MOT	920.8439999999999	923.415	Léonard .
21093	LEONARD	2_06_07	MOT	923.415	930.798	si tu ne te découvres pas je vais venir te chercher .
21094	LEONARD	2_06_07	CHI	930.798	931.262	non .
21095	LEONARD	2_06_07	mod			nɔ̃
21096	LEONARD	2_06_07	MOT	931.262	931.9580000000001	si .
21097	LEONARD	2_06_07	MOT	931.9580000000001	938.953	ah j'ai entendu une petite voix qui venait # de par ici .
21098	LEONARD	2_06_07	sit			elle touche la tête de L à travers le drap.
21099	LEONARD	2_06_07	MOT	938.953	939.449	oh !
21100	LEONARD	2_06_07	MOT	939.449	940.692	ben ben ben .
21101	LEONARD	2_06_07	MOT	940.692	943.997	qu' est+ce que c'est que ça ?
21102	LEONARD	2_06_07	MOT	943.997	944.942	oh !
21103	LEONARD	2_06_07	tim			16:00
21104	LEONARD	2_06_07	MOT	944.942	945.512	une boule !
21105	LEONARD	2_06_07	MOT	945.512	947.457	oh !
21106	LEONARD	2_06_07	MOT	947.457	950.193	une boule !
21107	LEONARD	2_06_07	MOT	950.193	951.1310000000001	qu' est+ce que c'est que ça ?
21108	LEONARD	2_06_07	MOT	951.1310000000001	951.802	c'est peut+être un +...
21109	LEONARD	2_06_07	MOT	951.802	953.127	oh un petit nez .
21110	LEONARD	2_06_07	MOT	953.127	954.187	ah Léonard .
21111	LEONARD	2_06_07	MOT	954.187	957.455	qu' est+ce que tu fais là ?
21112	LEONARD	2_06_07	CHI	957.455	958.823	oh !
21113	LEONARD	2_06_07	mod			ɔ
21114	LEONARD	2_06_07	CHI	958.823	959.045	cassé !
21115	LEONARD	2_06_07	mod			kase
21116	LEONARD	2_06_07	MOT	959.045	960.073	j't'ai trouvé trop tôt ?
21117	LEONARD	2_06_07	CHI	960.073	961.023	ouais .
21118	LEONARD	2_06_07	mod			wɛ
21119	LEONARD	2_06_07	CHI	961.023	964.455	je veux pas ça .
21120	LEONARD	2_06_07	mod			ʒə vø pa sa
21121	LEONARD	2_06_07	pho			zə vø pa sa
21122	LEONARD	2_06_07	MOT	964.455	965.332	ça c'est quoi ?
21123	LEONARD	2_06_07	CHI	965.332	967.597	je veux pas le matelas .
21124	LEONARD	2_06_07	mod			ʒə vø pa lə matla
21125	LEONARD	2_06_07	pho			zə vø pa lə mɛtla
21126	LEONARD	2_06_07	MOT	967.597	970.405	pas le matelas le matelas .
21127	LEONARD	2_06_07	CHI	970.405	971.687	mètelas [: matelas].
21128	LEONARD	2_06_07	mod			mɛtla
21129	LEONARD	2_06_07	pho			mɛtla
21130	LEONARD	2_06_07	MOT	971.687	973.44	bon ben d'accord ouais salut .
21131	LEONARD	2_06_07	sit			elle le recache.
21132	LEONARD	2_06_07	MOT	973.44	974.4119999999999	comme ça ?
21133	LEONARD	2_06_07	CHI	974.4119999999999	975.135	cassé .
21134	LEONARD	2_06_07	mod			kase
21135	LEONARD	2_06_07	MOT	975.135	975.585	comme ça ?
21136	LEONARD	2_06_07	CHI	975.585	976.567	ouais comme ça .
21137	LEONARD	2_06_07	mod			wɛ kɔm sa
21138	LEONARD	2_06_07	MOT	976.567	982.2180000000001	et ben voilà .
21139	LEONARD	2_06_07	OBS	982.2180000000001	984.312	ben on n' a plus de Léonard .
21140	LEONARD	2_06_07	MOT	984.312	985.28	ben non .
21141	LEONARD	2_06_07	MOT	985.28	995.053	bon ben on va partir alors peut+être .
21142	LEONARD	2_06_07	OBS	995.053	996.6210000000001	ouais on va peut+être aller se promener .
21143	LEONARD	2_06_07	MOT	996.6210000000001	997.215	ouais .
21144	LEONARD	2_06_07	MOT	997.215	1001.635	parce+que si Léonard n' est pas là hein +...
21145	LEONARD	2_06_07	OBS	1001.635	1003.158	c'est pas drôle hein .
21146	LEONARD	2_06_07	MOT	1003.158	1003.788	non .
21147	LEONARD	2_06_07	MOT	1003.788	1006.87	donc bon ben donc on y va .
21148	LEONARD	2_06_07	OBS	1006.87	1007.863	huh .
21149	LEONARD	2_06_07	MOT	1007.863	1008.49	on y va ?
21150	LEONARD	2_06_07	sit			elles se lèvent.
21151	LEONARD	2_06_07	CHI	1008.49	1014.308	yah yah .
21152	LEONARD	2_06_07	mod			jɛ ja
21153	LEONARD	2_06_07	tim			17:00
21154	LEONARD	2_06_07	MOT	1014.308	1016.383	ben qu' est+ce que c'est que cette voix ?
21155	LEONARD	2_06_07	sit			elles sortent. A filme du couloir.
21156	LEONARD	2_06_07	MOT	1016.383	1021.41	oh ça doit être quelqu'un à côté je m'en vais .
21157	LEONARD	2_06_07	MOT	1021.41	1024.1480000000001	j' vais chercher Léonard dehors .
21158	LEONARD	2_06_07	MOT	1024.1480000000001	1049.235	il s'en fout complètement .
21159	LEONARD	2_06_07	MOT	1049.235	1051.808	on peut sortir de la circulation entièrement .
21160	LEONARD	2_06_07	OBS	1051.808	1054.402	il n' est plus dans le problème de l'absence .
21161	LEONARD	2_06_07	MOT	1054.402	1055.695	ben alors Desarthe !
21162	LEONARD	2_06_07	MOT	1055.695	1058.288	tu t'en fiches que je m'en ailles ?
21163	LEONARD	2_06_07	CHI	1058.288	1059.072	ouais .
21164	LEONARD	2_06_07	mod			wɛ
21165	LEONARD	2_06_07	MOT	1059.072	1061.6680000000001	bon c'est toujours agréable .
21166	LEONARD	2_06_07	OBS	1061.6680000000001	1062.282	c'est franc .
21167	LEONARD	2_06_07	MOT	1062.282	1065.2830000000001	euh écoute alors j'vais faire un+peu de ménage .
21168	LEONARD	2_06_07	MOT	1065.2830000000001	1069.407	mais qu' est+ce que tu fais ?
21169	LEONARD	2_06_07	MOT	1069.407	1071.603	c'est pas rigolo d'être caché comme ça Léonard .
21170	LEONARD	2_06_07	MOT	1071.603	1074.785	parce+que quand on regardera le film tu sais ce+qu' on verra ?
21171	LEONARD	2_06_07	CHI	1074.785	1075.553	ouais .
21172	LEONARD	2_06_07	mod			wɛ
21173	LEONARD	2_06_07	MOT	1075.553	1077.5230000000001	on verra juste un bras on verra pas Léonard .
21174	LEONARD	2_06_07	tim			18:00
21175	LEONARD	2_06_07	CHI	1077.5230000000001	1079.432	xxx .
21176	LEONARD	2_06_07	mod			…
21177	LEONARD	2_06_07	MOT	1079.432	1080.235	pourquoi tu te caches ?
21178	LEONARD	2_06_07	CHI	1080.235	1081.475	xx caché .
21179	LEONARD	2_06_07	mod			… kaʃe
21180	LEONARD	2_06_07	MOT	1081.475	1082.138	mais pourquoi tu te caches ?
21181	LEONARD	2_06_07	CHI	1082.138	1083.358	parce+que +...
21182	LEONARD	2_06_07	mod			paʀsəkə
21183	LEONARD	2_06_07	sit			il montre avec les mains.
21184	LEONARD	2_06_07	pho			pakœ
21185	LEONARD	2_06_07	MOT	1083.358	1086.053	non pas ça .
21186	LEONARD	2_06_07	MOT	1086.053	1087.113	non pourquoi tu te caches .
21187	LEONARD	2_06_07	MOT	1087.113	1089.422	non avec des mots .
21188	LEONARD	2_06_07	MOT	1089.422	1091.587	avec des mots .
21189	LEONARD	2_06_07	CHI	1091.587	1093.853	au+revoir .
21190	LEONARD	2_06_07	mod			oʀəvwaʀ
21191	LEONARD	2_06_07	CHI	1093.853	1095.002	au+revoir .
21192	LEONARD	2_06_07	mod			oʀəvwaʀ
21193	LEONARD	2_06_07	MOT	1095.002	1096.112	pourquoi tu te caches ?
21194	LEONARD	2_06_07	CHI	1096.112	1097.678	parce+que +...
21195	LEONARD	2_06_07	mod			paʀsəkə
21196	LEONARD	2_06_07	sit			il bouge les mains.
21197	LEONARD	2_06_07	pho			pakœ
21198	LEONARD	2_06_07	MOT	1097.678	1099.998	ça veut dire quoi ça ?
21199	LEONARD	2_06_07	CHI	1099.998	1102.485	parce+que <j'ai> [/] j'ai +...
21200	LEONARD	2_06_07	mod			paʀsəkə ʒɛ ʒɛ
21201	LEONARD	2_06_07	pho			pakœ zɛ zɛ
21202	LEONARD	2_06_07	MOT	1102.485	1103.818	parce+que quoi .
21203	LEONARD	2_06_07	CHI	1103.818	1105.737	voir .
21204	LEONARD	2_06_07	mod			vwaʀ
21205	LEONARD	2_06_07	MOT	1105.737	1108.68	au+revoir ?
21206	LEONARD	2_06_07	CHI	1108.68	1109.647	ouais .
21207	LEONARD	2_06_07	mod			wɛ
21208	LEONARD	2_06_07	MOT	1109.647	1110.705	tu dis au+revoir à qui ?
21209	LEONARD	2_06_07	CHI	1110.705	1111.39	à maman .
21210	LEONARD	2_06_07	mod			a mamɑ̃
21211	LEONARD	2_06_07	MOT	1111.39	1112.807	et à Aliyah aussi ?
21212	LEONARD	2_06_07	CHI	1112.807	1114.057	au+revoir .
21213	LEONARD	2_06_07	mod			oʀəvwaʀ
21214	LEONARD	2_06_07	pho			ovwaʁ
21215	LEONARD	2_06_07	sit			il agite les mains.
21216	LEONARD	2_06_07	MOT	1114.057	1116.262	tu veux plus voir personne ?
21217	LEONARD	2_06_07	OBS	1116.262	1118.735	cassé cassé .
21218	LEONARD	2_06_07	sit			elle remet le drap sur lui.
21219	LEONARD	2_06_07	MOT	1118.735	1119.813	caché .
21220	LEONARD	2_06_07	CHI	1119.813	1121.337	caché .
21221	LEONARD	2_06_07	mod			kaʃe
21222	LEONARD	2_06_07	OBS	1121.337	1121.972	bien .
21223	LEONARD	2_06_07	MOT	1121.972	1123.508	voilà # c'est mieux .
21224	LEONARD	2_06_07	CHI	1123.508	1124.303	moi je veux caché .
21225	LEONARD	2_06_07	mod			mwa ʒə vø kaʃe
21226	LEONARD	2_06_07	pho			mwa zə vø kaʃe
21227	LEONARD	2_06_07	MOT	1124.303	1124.943	tant mieux .
21228	LEONARD	2_06_07	MOT	1124.943	1128.268	disparais .
21229	LEONARD	2_06_07	CHI	1128.268	1144.927	idadadidadida@wp .
21230	LEONARD	2_06_07	mod			idadadidadida
21231	LEONARD	2_06_07	sit			il babille.
21232	LEONARD	2_06_07	CHI	1144.927	1146.33	y a Biga .
21233	LEONARD	2_06_07	mod			j a biga
21234	LEONARD	2_06_07	tim			19:00
21235	LEONARD	2_06_07	MOT	1146.33	1156.555	en quoi tu parles ?
21236	LEONARD	2_06_07	CHI	1156.555	1160.187	vagongra@wp .
21237	LEONARD	2_06_07	mod			vagɔ̃gʀa
21238	LEONARD	2_06_07	MOT	1160.187	1161.445	en quoi tu parles Léonard ?
21239	LEONARD	2_06_07	CHI	1161.445	1164.027	en tétipierre@wp .
21240	LEONARD	2_06_07	mod			ɑ̃ tetipjɛʀ
21241	LEONARD	2_06_07	MOT	1164.027	1164.752	c'est quoi ça ?
21242	LEONARD	2_06_07	CHI	1164.752	1166.98	<c'est > [/] c'est un caca .
21243	LEONARD	2_06_07	mod			sɛ sɛ ɛ̃ kaka
21244	LEONARD	2_06_07	MOT	1166.98	1169.38	ah c'est du charabia ?
21245	LEONARD	2_06_07	CHI	1169.38	1170.177	ouais .
21246	LEONARD	2_06_07	mod			wɛ
21247	LEONARD	2_06_07	OBS	1170.177	1176.9669999999999	et pourquoi t'es pas à l'école Léonard aujourd'hui ?
21248	LEONARD	2_06_07	CHI	1176.9669999999999	1178.635	pa(r)ce+que caca .
21249	LEONARD	2_06_07	mod			pask kaka
21250	LEONARD	2_06_07	OBS	1178.635	1179.608	pa(r)ce+que caca .
21251	LEONARD	2_06_07	OBS	1179.608	1183.27	elle est pas fermée la crèche ?
21252	LEONARD	2_06_07	CHI	1183.27	1187.25	ah ben ah ben non .
21253	LEONARD	2_06_07	mod			a bɑ̃ a bɑ̃ nɔ̃
21254	LEONARD	2_06_07	OBS	1187.25	1187.59	ah ben non t'es en vacances .
21255	LEONARD	2_06_07	CHI	1187.59	1189.117	ah ben non !
21256	LEONARD	2_06_07	mod			a bɑ̃ nɔ̃
21257	LEONARD	2_06_07	sit			il crie.
21258	LEONARD	2_06_07	OBS	1189.117	1194.225	un deux et trois !
21259	LEONARD	2_06_07	sit			elle retire le drap. il crie.
21260	LEONARD	2_06_07	CHI	1194.225	1199.2	et dis oh cassé .
21261	LEONARD	2_06_07	mod			e di ɔ kase
21262	LEONARD	2_06_07	tim			20:00
21263	LEONARD	2_06_07	OBS	1199.2	1200.192	ben cache+toi tout seul .
21264	LEONARD	2_06_07	MOT	1200.192	1201.937	non non seulement si tu le dis bien +...
21265	LEONARD	2_06_07	MOT	1201.937	1203.982	comment on dit bien ?
21266	LEONARD	2_06_07	CHI	1203.982	1205.502	cassé .
21267	LEONARD	2_06_07	mod			kase
21268	LEONARD	2_06_07	MOT	1205.502	1206.355	non mieux que ça .
21269	LEONARD	2_06_07	CHI	1206.355	1208.508	caché .
21270	LEONARD	2_06_07	mod			kaʃe
21271	LEONARD	2_06_07	MOT	1208.508	1209.052	voilà .
21272	LEONARD	2_06_07	CHI	1209.052	1210.82	veux me cacher .
21273	LEONARD	2_06_07	mod			vø mə kaʃe
21274	LEONARD	2_06_07	MOT	1210.82	1217.5230000000001	bon ben raconte+nous une histoire un+peu .
21275	LEONARD	2_06_07	CHI	1217.5230000000001	1218.268	non .
21276	LEONARD	2_06_07	mod			nɔ̃
21277	LEONARD	2_06_07	MOT	1218.268	1219.6019999999999	non ?
21278	LEONARD	2_06_07	OBS	1219.6019999999999	1220.877	c'est qui Jean_Patrick ?
21279	LEONARD	2_06_07	OBS	1220.877	1227.708	c'est ton copain Jean_Patrick ?
21280	LEONARD	2_06_07	CHI	1227.708	1228.28	fabia@c .
21281	LEONARD	2_06_07	mod			fabja
21282	LEONARD	2_06_07	MOT	1228.28	1230.282	tu sais ce+que tu peux faire .
21283	LEONARD	2_06_07	MOT	1230.282	1232.0	peut+être arrête de filmer .
21284	LEONARD	2_06_07	MOT	1232.0	1237.735	et fais comme si +...
21285	LEONARD	2_06_07	sit			COUPURE. A et L sont dans la salle de bain. L a les fesses à l'air.
21286	LEONARD	2_06_07	tim			21:00
21287	LEONARD	2_06_07	OBS	1237.735	1245.77	c'est comme une grosse voiture .
21288	LEONARD	2_06_07	OBS	1245.77	1254.518	mais c'est pour quoi faire ?
21289	LEONARD	2_06_07	OBS	1254.518	1255.823	ça c'est quoi ça ?
